"tripmode","tourmode","purpose","value","grp_var"
"2","Auto 3+ Person","jdisc",404,"jdisctourmode3"
"3","Auto 3+ Person","jdisc",6025,"jdisctourmode3"
"4","Auto 3+ Person","jdisc",119,"jdisctourmode3"
"5","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"6","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"7","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"8","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"9","Auto 3+ Person","jdisc",0,"jdisctourmode3"
"1","Walk","jdisc",0,"jdisctourmode4"
"2","Walk","jdisc",0,"jdisctourmode4"
"3","Walk","jdisc",0,"jdisctourmode4"
"4","Walk","jdisc",750,"jdisctourmode4"
"5","Walk","jdisc",0,"jdisctourmode4"
"6","Walk","jdisc",0,"jdisctourmode4"
"7","Walk","jdisc",0,"jdisctourmode4"
"8","Walk","jdisc",0,"jdisctourmode4"
"9","Walk","jdisc",0,"jdisctourmode4"
"1","Bike/Moped","jdisc",0,"jdisctourmode5"
"2","Bike/Moped","jdisc",0,"jdisctourmode5"
"3","Bike/Moped","jdisc",0,"jdisctourmode5"
"4","Bike/Moped","jdisc",0,"jdisctourmode5"
"5","Bike/Moped","jdisc",38,"jdisctourmode5"
"6","Bike/Moped","jdisc",0,"jdisctourmode5"
"7","Bike/Moped","jdisc",0,"jdisctourmode5"
"8","Bike/Moped","jdisc",0,"jdisctourmode5"
"9","Bike/Moped","jdisc",0,"jdisctourmode5"
"1","Walk-Transit","jdisc",0,"jdisctourmode6"
"2","Walk-Transit","jdisc",0,"jdisctourmode6"
"3","Walk-Transit","jdisc",0,"jdisctourmode6"
"4","Walk-Transit","jdisc",9,"jdisctourmode6"
"5","Walk-Transit","jdisc",0,"jdisctourmode6"
"6","Walk-Transit","jdisc",71,"jdisctourmode6"
"7","Walk-Transit","jdisc",0,"jdisctourmode6"
"8","Walk-Transit","jdisc",0,"jdisctourmode6"
"9","Walk-Transit","jdisc",0,"jdisctourmode6"
"1","PNR-Transit","jdisc",0,"jdisctourmode7"
"2","PNR-Transit","jdisc",0,"jdisctourmode7"
"3","PNR-Transit","jdisc",0,"jdisctourmode7"
"4","PNR-Transit","jdisc",0,"jdisctourmode7"
"5","PNR-Transit","jdisc",0,"jdisctourmode7"
"6","PNR-Transit","jdisc",0,"jdisctourmode7"
"7","PNR-Transit","jdisc",0,"jdisctourmode7"
"8","PNR-Transit","jdisc",0,"jdisctourmode7"
"9","PNR-Transit","jdisc",0,"jdisctourmode7"
"1","KNR-Transit","jdisc",0,"jdisctourmode8"
"2","KNR-Transit","jdisc",0,"jdisctourmode8"
"3","KNR-Transit","jdisc",0,"jdisctourmode8"
"4","KNR-Transit","jdisc",0,"jdisctourmode8"
"5","KNR-Transit","jdisc",0,"jdisctourmode8"
"6","KNR-Transit","jdisc",0,"jdisctourmode8"
"7","KNR-Transit","jdisc",0,"jdisctourmode8"
"8","KNR-Transit","jdisc",0,"jdisctourmode8"
"9","KNR-Transit","jdisc",0,"jdisctourmode8"
"1","School Bus","jdisc",0,"jdisctourmode9"
"2","School Bus","jdisc",0,"jdisctourmode9"
"3","School Bus","jdisc",0,"jdisctourmode9"
"4","School Bus","jdisc",0,"jdisctourmode9"
"5","School Bus","jdisc",0,"jdisctourmode9"
"6","School Bus","jdisc",0,"jdisctourmode9"
"7","School Bus","jdisc",0,"jdisctourmode9"
"8","School Bus","jdisc",0,"jdisctourmode9"
"9","School Bus","jdisc",0,"jdisctourmode9"
"1","Total","jdisc",0,"jdiscTotal"
"2","Total","jdisc",15905,"jdiscTotal"
"3","Total","jdisc",6025,"jdiscTotal"
"4","Total","jdisc",1457,"jdiscTotal"
"5","Total","jdisc",38,"jdiscTotal"
"6","Total","jdisc",71,"jdiscTotal"
"7","Total","jdisc",0,"jdiscTotal"
"8","Total","jdisc",0,"jdiscTotal"
"9","Total","jdisc",0,"jdiscTotal"
"1","Auto SOV","atwork",9165,"atworktourmode1"
"2","Auto SOV","atwork",0,"atworktourmode1"
"3","Auto SOV","atwork",0,"atworktourmode1"
"4","Auto SOV","atwork",0,"atworktourmode1"
"5","Auto SOV","atwork",0,"atworktourmode1"
"6","Auto SOV","atwork",0,"atworktourmode1"
"7","Auto SOV","atwork",0,"atworktourmode1"
"8","Auto SOV","atwork",0,"atworktourmode1"
"9","Auto SOV","atwork",0,"atworktourmode1"
"1","Auto 2 Person","atwork",54,"atworktourmode2"
"2","Auto 2 Person","atwork",1773,"atworktourmode2"
"3","Auto 2 Person","atwork",0,"atworktourmode2"
"4","Auto 2 Person","atwork",105,"atworktourmode2"
"5","Auto 2 Person","atwork",0,"atworktourmode2"
"6","Auto 2 Person","atwork",0,"atworktourmode2"
"7","Auto 2 Person","atwork",0,"atworktourmode2"
"8","Auto 2 Person","atwork",0,"atworktourmode2"
"9","Auto 2 Person","atwork",0,"atworktourmode2"
"1","Auto 3+ Person","atwork",51,"atworktourmode3"
"2","Auto 3+ Person","atwork",4,"atworktourmode3"
"3","Auto 3+ Person","atwork",2894,"atworktourmode3"
"4","Auto 3+ Person","atwork",128,"atworktourmode3"
"5","Auto 3+ Person","atwork",0,"atworktourmode3"
"6","Auto 3+ Person","atwork",0,"atworktourmode3"
"7","Auto 3+ Person","atwork",0,"atworktourmode3"
"8","Auto 3+ Person","atwork",0,"atworktourmode3"
"9","Auto 3+ Person","atwork",0,"atworktourmode3"
"1","Walk","atwork",0,"atworktourmode4"
"2","Walk","atwork",0,"atworktourmode4"
"3","Walk","atwork",0,"atworktourmode4"
"4","Walk","atwork",1042,"atworktourmode4"
"5","Walk","atwork",0,"atworktourmode4"
"6","Walk","atwork",0,"atworktourmode4"
"7","Walk","atwork",0,"atworktourmode4"
"8","Walk","atwork",0,"atworktourmode4"
"9","Walk","atwork",0,"atworktourmode4"
"1","Bike/Moped","atwork",0,"atworktourmode5"
"2","Bike/Moped","atwork",0,"atworktourmode5"
"3","Bike/Moped","atwork",0,"atworktourmode5"
"4","Bike/Moped","atwork",0,"atworktourmode5"
"5","Bike/Moped","atwork",224,"atworktourmode5"
"6","Bike/Moped","atwork",0,"atworktourmode5"
"7","Bike/Moped","atwork",0,"atworktourmode5"
"8","Bike/Moped","atwork",0,"atworktourmode5"
"9","Bike/Moped","atwork",0,"atworktourmode5"
"1","Walk-Transit","atwork",0,"atworktourmode6"
"2","Walk-Transit","atwork",0,"atworktourmode6"
"3","Walk-Transit","atwork",0,"atworktourmode6"
"4","Walk-Transit","atwork",0,"atworktourmode6"
"5","Walk-Transit","atwork",0,"atworktourmode6"
"6","Walk-Transit","atwork",18,"atworktourmode6"
"7","Walk-Transit","atwork",0,"atworktourmode6"
"8","Walk-Transit","atwork",0,"atworktourmode6"
"9","Walk-Transit","atwork",0,"atworktourmode6"
"1","PNR-Transit","atwork",0,"atworktourmode7"
"2","PNR-Transit","atwork",0,"atworktourmode7"
"3","PNR-Transit","atwork",0,"atworktourmode7"
"4","PNR-Transit","atwork",0,"atworktourmode7"
"5","PNR-Transit","atwork",0,"atworktourmode7"
"6","PNR-Transit","atwork",0,"atworktourmode7"
"7","PNR-Transit","atwork",0,"atworktourmode7"
"8","PNR-Transit","atwork",0,"atworktourmode7"
"9","PNR-Transit","atwork",0,"atworktourmode7"
"1","KNR-Transit","atwork",0,"atworktourmode8"
"2","KNR-Transit","atwork",0,"atworktourmode8"
"3","KNR-Transit","atwork",0,"atworktourmode8"
"4","KNR-Transit","atwork",0,"atworktourmode8"
"5","KNR-Transit","atwork",0,"atworktourmode8"
"6","KNR-Transit","atwork",0,"atworktourmode8"
"7","KNR-Transit","atwork",0,"atworktourmode8"
"8","KNR-Transit","atwork",0,"atworktourmode8"
"9","KNR-Transit","atwork",0,"atworktourmode8"
"1","School Bus","atwork",0,"atworktourmode9"
"2","School Bus","atwork",0,"atworktourmode9"
"3","School Bus","atwork",0,"atworktourmode9"
"4","School Bus","atwork",0,"atworktourmode9"
"5","School Bus","atwork",0,"atworktourmode9"
"6","School Bus","atwork",0,"atworktourmode9"
"7","School Bus","atwork",0,"atworktourmode9"
"8","School Bus","atwork",0,"atworktourmode9"
"9","School Bus","atwork",0,"atworktourmode9"
"1","Total","atwork",9270,"atworkTotal"
"2","Total","atwork",1777,"atworkTotal"
"3","Total","atwork",2894,"atworkTotal"
"4","Total","atwork",1275,"atworkTotal"
"5","Total","atwork",224,"atworkTotal"
"6","Total","atwork",18,"atworkTotal"
"7","Total","atwork",0,"atworkTotal"
"8","Total","atwork",0,"atworkTotal"
"9","Total","atwork",0,"atworkTotal"
"1","Auto SOV","total",405075,"totaltourmode1"
"2","Auto SOV","total",0,"totaltourmode1"
"3","Auto SOV","total",0,"totaltourmode1"
"4","Auto SOV","total",0,"totaltourmode1"
"5","Auto SOV","total",0,"totaltourmode1"
"6","Auto SOV","total",0,"totaltourmode1"
"7","Auto SOV","total",0,"totaltourmode1"
"8","Auto SOV","total",0,"totaltourmode1"
"9","Auto SOV","total",0,"totaltourmode1"
"1","Auto 2 Person","total",31543,"totaltourmode2"
"2","Auto 2 Person","total",162133,"totaltourmode2"
"3","Auto 2 Person","total",3603,"totaltourmode2"
"4","Auto 2 Person","total",2724,"totaltourmode2"
"5","Auto 2 Person","total",0,"totaltourmode2"
"6","Auto 2 Person","total",0,"totaltourmode2"
"7","Auto 2 Person","total",0,"totaltourmode2"
"8","Auto 2 Person","total",0,"totaltourmode2"
"9","Auto 2 Person","total",0,"totaltourmode2"
"1","Auto 3+ Person","total",7993,"totaltourmode3"
"2","Auto 3+ Person","total",23930,"totaltourmode3"
"3","Auto 3+ Person","total",95394,"totaltourmode3"
"4","Auto 3+ Person","total",1903,"totaltourmode3"
"5","Auto 3+ Person","total",0,"totaltourmode3"
"6","Auto 3+ Person","total",0,"totaltourmode3"
"7","Auto 3+ Person","total",0,"totaltourmode3"
"8","Auto 3+ Person","total",0,"totaltourmode3"
"9","Auto 3+ Person","total",0,"totaltourmode3"
"1","Walk","total",0,"totaltourmode4"
"2","Walk","total",1568,"totaltourmode4"
"3","Walk","total",485,"totaltourmode4"
"4","Walk","total",36129,"totaltourmode4"
"5","Walk","total",0,"totaltourmode4"
"6","Walk","total",0,"totaltourmode4"
"7","Walk","total",0,"totaltourmode4"
"8","Walk","total",0,"totaltourmode4"
"9","Walk","total",0,"totaltourmode4"
"1","Bike/Moped","total",0,"totaltourmode5"
"2","Bike/Moped","total",589,"totaltourmode5"
"3","Bike/Moped","total",164,"totaltourmode5"
"4","Bike/Moped","total",0,"totaltourmode5"
"5","Bike/Moped","total",12854,"totaltourmode5"
"6","Bike/Moped","total",0,"totaltourmode5"
"7","Bike/Moped","total",0,"totaltourmode5"
"8","Bike/Moped","total",0,"totaltourmode5"
"9","Bike/Moped","total",0,"totaltourmode5"
"1","Walk-Transit","total",0,"totaltourmode6"
"2","Walk-Transit","total",95,"totaltourmode6"
"3","Walk-Transit","total",9,"totaltourmode6"
"4","Walk-Transit","total",299,"totaltourmode6"
"5","Walk-Transit","total",0,"totaltourmode6"
"6","Walk-Transit","total",1018,"totaltourmode6"
"7","Walk-Transit","total",0,"totaltourmode6"
"8","Walk-Transit","total",0,"totaltourmode6"
"9","Walk-Transit","total",0,"totaltourmode6"
"1","PNR-Transit","total",0,"totaltourmode7"
"2","PNR-Transit","total",0,"totaltourmode7"
"3","PNR-Transit","total",0,"totaltourmode7"
"4","PNR-Transit","total",0,"totaltourmode7"
"5","PNR-Transit","total",0,"totaltourmode7"
"6","PNR-Transit","total",0,"totaltourmode7"
"7","PNR-Transit","total",2,"totaltourmode7"
"8","PNR-Transit","total",0,"totaltourmode7"
"9","PNR-Transit","total",0,"totaltourmode7"
"1","KNR-Transit","total",0,"totaltourmode8"
"2","KNR-Transit","total",1,"totaltourmode8"
"3","KNR-Transit","total",5,"totaltourmode8"
"4","KNR-Transit","total",0,"totaltourmode8"
"5","KNR-Transit","total",0,"totaltourmode8"
"6","KNR-Transit","total",0,"totaltourmode8"
"7","KNR-Transit","total",0,"totaltourmode8"
"8","KNR-Transit","total",0,"totaltourmode8"
"9","KNR-Transit","total",0,"totaltourmode8"
"1","School Bus","total",0,"totaltourmode9"
"2","School Bus","total",8017,"totaltourmode9"
"3","School Bus","total",3053,"totaltourmode9"
"4","School Bus","total",0,"totaltourmode9"
"5","School Bus","total",0,"totaltourmode9"
"6","School Bus","total",0,"totaltourmode9"
"7","School Bus","total",0,"totaltourmode9"
"8","School Bus","total",0,"totaltourmode9"
"9","School Bus","total",29551,"totaltourmode9"
"1","Total","total",444611,"totalTotal"
"2","Total","total",196333,"totalTotal"
"3","Total","total",102713,"totalTotal"
"4","Total","total",41055,"totalTotal"
"5","Total","total",12854,"totalTotal"
"6","Total","total",1018,"totalTotal"
"7","Total","total",2,"totalTotal"
"8","Total","total",0,"totalTotal"
"9","Total","total",29551,"totalTotal"
